agent_id,task_amount_done,distance_moved
0,356.0,2020.826665861675
1,335.0,2354.2000716432067
2,502.0,1877.2599635889912
3,372.0,2309.863535014467
4,422.0,2067.3847592459383
5,333.0,2230.1417336124973
6,404.0,2097.373104047007
7,385.0,2006.2714403991226
8,412.0,2136.404805819981
9,554.0,1699.2418238627197
10,431.0,2152.1050556906225
11,394.0,2013.083894318415
12,350.0,2178.229268264228
13,397.0,2245.0735278599273
14,467.0,2012.884372797039
15,344.0,2009.206474524111
16,429.0,2111.239700505693
17,295.0,2338.1851826329225
18,484.0,1993.960074694894
19,223.0,2559.1996262257544
20,564.0,1623.5363132367256
21,481.0,1855.1220225132558
22,249.0,2552.68389070408
23,470.0,1984.9779058721322
24,307.0,2344.271450367492
25,293.0,2263.732867345344
26,372.0,2250.7459490552146
27,346.0,2066.9068155722916
28,454.0,1927.6333294193696
29,441.0,2060.744714711007
